kategori,hiragana,katakana,romaji,arti_id,arti_en,tipe,polite,catatan,contoh_jp,contoh_en,contoh_id
pendidikan,おも,ー,omo,omo_id,omo,expression,ー,generated,おもがあります。,There is omo.,Ada omo_id.
directions,るみにい,ー,ruminii,rumini_id,rumini,adjective,ー,generated,るみにいです。,It is rumini.,Itu rumini_id.
kata sambung,ちくろるやす,ー,chikuroruyasu,chikuroruya_id,chikuroruya,verb,chikuroruyasumasu,generated,ちくろるやすをします。,I chikuroruya.,Saya chikuroruya_id.
frasa umum,にんす,ー,ninsu,nin_id,nin,verb,ninsumasu,generated,にんすをします。,I nin.,Saya nin_id.
tempat,ひこみ,ー,hikomi,hikomi_id,hikomi,noun,ー,generated,ひこみがあります。,There is hikomi.,Ada hikomi_id.
tubuh manusia,つひに,ー,tsuhini,tsuhini_id,tsuhini,noun,ー,generated,つひにがあります。,There is tsuhini.,Ada tsuhini_id.
kata tanya,うとは,ー,utoha,utoha_id,utoha,noun,ー,generated,うとはがあります。,There is utoha.,Ada utoha_id.
aktivitas,ぬえきふ,ー,nuekifu,nuekifu_id,nuekifu,noun,ー,generated,ぬえきふがあります。,There is nuekifu.,Ada nuekifu_id.
kata serapan,むほう,ー,muhou,muhou_id,muhou,verb,muhoumasu,generated,むほうをします。,I muhou.,Saya muhou_id.
frasa umum,もにまれた,ー,monimareta,monimareta_id,monimareta,noun,ー,generated,もにまれたがあります。,There is monimareta.,Ada monimareta_id.
kata tanya,みちか,ー,michika,michika_id,michika,noun,ー,generated,みちかがあります。,There is michika.,Ada michika_id.
sifat,まるれけゆ,ー,marurekeyu,marurekeyu_id,marurekeyu,noun,ー,generated,まるれけゆがあります。,There is marurekeyu.,Ada marurekeyu_id.
kata tanya,ふささな,ー,fusasana,fusasa_id,fusasa,adjective,ー,generated,ふささなです。,It is fusasa.,Itu fusasa_id.
alat,おめけゆふ,ー,omekeyufu,omekeyufu_id,omekeyufu,expression,ー,generated,おめけゆふがあります。,There is omekeyufu.,Ada omekeyufu_id.
kata sifat i,てまり,ー,temari,temari_id,temari,noun,ー,generated,てまりがあります。,There is temari.,Ada temari_id.
kata kerja,みそなき,ー,misonaki,misonaki_id,misonaki,noun,ー,generated,みそなきがあります。,There is misonaki.,Ada misonaki_id.
olahraga,もよわもも,ー,moyowamomo,moyowamomo_id,moyowamomo,noun,ー,generated,もよわももがあります。,There is moyowamomo.,Ada moyowamomo_id.
kata sifat i,そあす,ー,soasu,soa_id,soa,verb,soasumasu,generated,そあすをします。,I soa.,Saya soa_id.
ekspresi formal,しなふな,ー,shinafuna,shinafuna_id,shinafuna,verb,shinafunamasu,generated,しなふなをします。,I shinafuna.,Saya shinafuna_id.
teknologi,けつほつた,ー,ketsuhotsuta,ketsuhotsuta_id,ketsuhotsuta,phrase,ー,generated,けつほつたがあります。,There is ketsuhotsuta.,Ada ketsuhotsuta_id.
ekspresi kasual,なもてさわ,ー,namotesawa,namotesawa_id,namotesawa,noun,ー,generated,なもてさわがあります。,There is namotesawa.,Ada namotesawa_id.
waktu,くりみ,ー,kurimi,kurimi_id,kurimi,expression,ー,generated,くりみがあります。,There is kurimi.,Ada kurimi_id.
ekspresi formal,たけう,ー,takeu,take_id,take,verb,takeumasu,generated,たけうをします。,I take.,Saya take_id.
transportasi,しんうをか,ー,shinuwoka,shinuwoka_id,shinuwoka,expression,ー,generated,しんうをかがあります。,There is shinuwoka.,Ada shinuwoka_id.
alat,しき,ー,shiki,shiki_id,shiki,noun,ー,generated,しきがあります。,There is shiki.,Ada shiki_id.
kata serapan,りほとふす,ー,rihotofusu,rihotofusu_id,rihotofusu,noun,ー,generated,りほとふすがあります。,There is rihotofusu.,Ada rihotofusu_id.
kata tanya,をてあ,ー,wotea,wotea_id,wotea,noun,ー,generated,をてあがあります。,There is wotea.,Ada wotea_id.
teknologi,ひふおもい,ー,hifuomoi,hifuomo_id,hifuomo,adjective,ー,generated,ひふおもいです。,It is hifuomo.,Itu hifuomo_id.
kata sambung,こなのち,ー,konanochi,konanochi_id,konanochi,noun,ー,generated,こなのちがあります。,There is konanochi.,Ada konanochi_id.
belanja,れるなしな,ー,rerunashina,rerunashi_id,rerunashi,adjective,ー,generated,れるなしなです。,It is rerunashi.,Itu rerunashi_id.
keluarga,すゆふつ,ー,suyufutsu,suyufutsu_id,suyufutsu,verb,suyufutsumasu,generated,すゆふつをします。,I suyufutsu.,Saya suyufutsu_id.
kesehatan,けぬにぬい,ー,kenuninui,kenuninu_id,kenuninu,adjective,ー,generated,けぬにぬいです。,It is kenuninu.,Itu kenuninu_id.
pendidikan,さすな,ー,sasuna,sasuna_id,sasuna,noun,ー,generated,さすながあります。,There is sasuna.,Ada sasuna_id.
ekspresi,ゆろ,ー,yuro,yuro_id,yuro,noun,ー,generated,ゆろがあります。,There is yuro.,Ada yuro_id.
benda,たぬるのを,ー,tanurunowo,tanurunowo_id,tanurunowo,expression,ー,generated,たぬるのをがあります。,There is tanurunowo.,Ada tanurunowo_id.
kata serapan,ほい,ー,hoi,hoi_id,hoi,adjective,ー,generated,ほいです。,It is hoi.,Itu hoi_id.
pendidikan,ちかさそ,ー,chikasaso,chikasaso_id,chikasaso,noun,ー,generated,ちかさそがあります。,There is chikasaso.,Ada chikasaso_id.
cuaca,めえさせ,ー,meesase,meesase_id,meesase,noun,ー,generated,めえさせがあります。,There is meesase.,Ada meesase_id.
benda,りもに,ー,rimoni,rimoni_id,rimoni,noun,ー,generated,りもにがあります。,There is rimoni.,Ada rimoni_id.
alat,しるう,ー,shiruu,shiruu_id,shiruu,noun,ー,generated,しるうがあります。,There is shiruu.,Ada shiruu_id.
pendidikan,つゆる,ー,tsuyuru,tsuyuru_id,tsuyuru,noun,ー,generated,つゆるがあります。,There is tsuyuru.,Ada tsuyuru_id.
waktu,それひのひ,ー,sorehinohi,sorehinohi_id,sorehinohi,verb,sorehinohimasu,generated,それひのひをします。,I sorehinohi.,Saya sorehinohi_id.
kesehatan,ふろす,ー,furosu,furo_id,furo,verb,furosumasu,generated,ふろすをします。,I furo.,Saya furo_id.
hewan,ねりきむに,ー,nerikimuni,nerikimuni_id,nerikimuni,noun,ー,generated,ねりきむにがあります。,There is nerikimuni.,Ada nerikimuni_id.
kata benda abstrak,しふにさほ,ー,shifunisaho,shifunisaho_id,shifunisaho,noun,ー,generated,しふにさほがあります。,There is shifunisaho.,Ada shifunisaho_id.
budaya,らてひまんい,ー,ratehimani,ratehiman_id,ratehiman,adjective,ー,generated,らてひまんいです。,It is ratehiman.,Itu ratehiman_id.
numbers,んまなきる,ー,nmanakiru,nmanaki_id,nmanaki,verb,nmanakirmasu,generated,んまなきるをします。,I nmanaki.,Saya nmanaki_id.
kata sambung,へむみきち,ー,hemumikichi,hemumikichi_id,hemumikichi,noun,ー,generated,へむみきちがあります。,There is hemumikichi.,Ada hemumikichi_id.
negara,せさたせく,ー,sesataseku,sesatase_id,sesatase,verb,sesatasekumasu,generated,せさたせくをします。,I sesatase.,Saya sesatase_id.
kata serapan,にそ,ー,niso,niso_id,niso,noun,ー,generated,にそがあります。,There is niso.,Ada niso_id.
ekspresi formal,くゆそおる,ー,kuyusooru,kuyusooru_id,kuyusooru,verb,kuyusoormasu,generated,くゆそおるをします。,I kuyusooru.,Saya kuyusooru_id.
alat rumah tangga,んま,ー,nma,nma_id,nma,noun,ー,generated,んまがあります。,There is nma.,Ada nma_id.
pendidikan,むやみよ,ー,muyamiyo,muyamiyo_id,muyamiyo,noun,ー,generated,むやみよがあります。,There is muyamiyo.,Ada muyamiyo_id.
pendidikan,たへきねる,ー,tahekineru,tahekineru_id,tahekineru,noun,ー,generated,たへきねるがあります。,There is tahekineru.,Ada tahekineru_id.
alat,もをちゆり,ー,mowochiyuri,mowochiyuri_id,mowochiyuri,noun,ー,generated,もをちゆりがあります。,There is mowochiyuri.,Ada mowochiyuri_id.
cuaca,けやのそはる,ー,keyanosoharu,keyanosoha_id,keyanosoha,verb,keyanosoharmasu,generated,けやのそはるをします。,I keyanosoha.,Saya keyanosoha_id.
pekerjaan,さひよや,ー,sahiyoya,sahiyoya_id,sahiyoya,noun,ー,generated,さひよやがあります。,There is sahiyoya.,Ada sahiyoya_id.
keluarga,そさお,ー,sosao,sosao_id,sosao,noun,ー,generated,そさおがあります。,There is sosao.,Ada sosao_id.
makanan,みひらのの,ー,mihiranono,mihiranono_id,mihiranono,noun,ー,generated,みひらののがあります。,There is mihiranono.,Ada mihiranono_id.
kata kerja,みねをと,ー,minewoto,minewoto_id,minewoto,noun,ー,generated,みねをとがあります。,There is minewoto.,Ada minewoto_id.
kegiatan,なこてたと,ー,nakotetato,nakotetato_id,nakotetato,expression,ー,generated,なこてたとがあります。,There is nakotetato.,Ada nakotetato_id.
budaya,んちちゆ,ー,nchichiyu,nchichiyu_id,nchichiyu,noun,ー,generated,んちちゆがあります。,There is nchichiyu.,Ada nchichiyu_id.
kesehatan,そも,ー,somo,somo_id,somo,noun,ー,generated,そもがあります。,There is somo.,Ada somo_id.
warna,ぬまちあいる,ー,numachiairu,numachiai_id,numachiai,verb,numachiairmasu,generated,ぬまちあいるをします。,I numachiai.,Saya numachiai_id.
kata sifat na,よのきたく,ー,yonokitaku,yonokita_id,yonokita,verb,yonokitakumasu,generated,よのきたくをします。,I yonokita.,Saya yonokita_id.
warna,のく,ー,noku,noku_id,noku,verb,nokumasu,generated,のくをします。,I noku.,Saya noku_id.
alat rumah tangga,つゆな,ー,tsuyuna,tsuyu_id,tsuyu,adjective,ー,generated,つゆなです。,It is tsuyu.,Itu tsuyu_id.
numbers,てあす,ー,teasu,tea_id,tea,verb,teasumasu,generated,てあすをします。,I tea.,Saya tea_id.
negara,たちい,ー,tachii,tachi_id,tachi,adjective,ー,generated,たちいです。,It is tachi.,Itu tachi_id.
makanan,あすまち,ー,asumachi,asumachi_id,asumachi,noun,ー,generated,あすまちがあります。,There is asumachi.,Ada asumachi_id.
benda,たせわは,ー,tasewaha,tasewaha_id,tasewaha,noun,ー,generated,たせわはがあります。,There is tasewaha.,Ada tasewaha_id.
pakaian,いるひみろ,ー,iruhimiro,iruhimiro_id,iruhimiro,noun,ー,generated,いるひみろがあります。,There is iruhimiro.,Ada iruhimiro_id.
darurat,へたほめ,ー,hetahome,hetahome_id,hetahome,noun,ー,generated,へたほめがあります。,There is hetahome.,Ada hetahome_id.
tumbuhan,ろさい,ー,rosai,rosa_id,rosa,adjective,ー,generated,ろさいです。,It is rosa.,Itu rosa_id.
tempat,せきくちや,ー,sekikuchiya,sekikuchiya_id,sekikuchiya,verb,sekikuchiyamasu,generated,せきくちやをします。,I sekikuchiya.,Saya sekikuchiya_id.
transportasi,さうや,ー,sauya,sauya_id,sauya,noun,ー,generated,さうやがあります。,There is sauya.,Ada sauya_id.
belanja,しほる,ー,shihoru,shihoru_id,shihoru,expression,ー,generated,しほるがあります。,There is shihoru.,Ada shihoru_id.
kata serapan,てしふやめう,ー,teshifuyameu,teshifuyame_id,teshifuyame,verb,teshifuyameumasu,generated,てしふやめうをします。,I teshifuyame.,Saya teshifuyame_id.
ekspresi formal,すを,ー,suwo,suwo_id,suwo,expression,ー,generated,すをがあります。,There is suwo.,Ada suwo_id.
pakaian,ぬくそせみ,ー,nukusosemi,nukusosemi_id,nukusosemi,expression,ー,generated,ぬくそせみがあります。,There is nukusosemi.,Ada nukusosemi_id.
angka,うひわこぬ,ー,uhiwakonu,uhiwakonu_id,uhiwakonu,noun,ー,generated,うひわこぬがあります。,There is uhiwakonu.,Ada uhiwakonu_id.
kata tanya,るを,ー,ruwo,ruwo_id,ruwo,phrase,ー,generated,るをがあります。,There is ruwo.,Ada ruwo_id.
kesehatan,さあ,ー,saa,saa_id,saa,expression,ー,generated,さあがあります。,There is saa.,Ada saa_id.
alat,ふみはちおく,ー,fumihachioku,fumihachio_id,fumihachio,verb,fumihachiokumasu,generated,ふみはちおくをします。,I fumihachio.,Saya fumihachio_id.
musik,つさく,ー,tsusaku,tsusaku_id,tsusaku,noun,ー,generated,つさくがあります。,There is tsusaku.,Ada tsusaku_id.
kata serapan,やくも,ー,yakumo,yakumo_id,yakumo,noun,ー,generated,やくもがあります。,There is yakumo.,Ada yakumo_id.
ekspresi formal,ゆほわぬち,ー,yuhowanuchi,yuhowanuchi_id,yuhowanuchi,noun,ー,generated,ゆほわぬちがあります。,There is yuhowanuchi.,Ada yuhowanuchi_id.
kata sifat i,かれほおた,ー,karehoota,karehoota_id,karehoota,noun,ー,generated,かれほおたがあります。,There is karehoota.,Ada karehoota_id.
tubuh manusia,いすつわえ,ー,isutsuwae,isutsuwae_id,isutsuwae,noun,ー,generated,いすつわえがあります。,There is isutsuwae.,Ada isutsuwae_id.
tubuh manusia,たりすおけ,ー,tarisuoke,tarisuoke_id,tarisuoke,noun,ー,generated,たりすおけがあります。,There is tarisuoke.,Ada tarisuoke_id.
alat,みねほふ,ー,minehofu,minehofu_id,minehofu,noun,ー,generated,みねほふがあります。,There is minehofu.,Ada minehofu_id.
pekerjaan,めちえまい,ー,mechiemai,mechiema_id,mechiema,adjective,ー,generated,めちえまいです。,It is mechiema.,Itu mechiema_id.
ekspresi formal,はしねらきい,ー,hashinerakii,hashineraki_id,hashineraki,adjective,ー,generated,はしねらきいです。,It is hashineraki.,Itu hashineraki_id.
directions,してそくれな,ー,shitesokurena,shitesokure_id,shitesokure,adjective,ー,generated,してそくれなです。,It is shitesokure.,Itu shitesokure_id.
emosi,すみそすや,ー,sumisosuya,sumisosuya_id,sumisosuya,noun,ー,generated,すみそすやがあります。,There is sumisosuya.,Ada sumisosuya_id.
transportasi,なかち,ー,nakachi,nakachi_id,nakachi,noun,ー,generated,なかちがあります。,There is nakachi.,Ada nakachi_id.
negara,たえこよ,ー,taekoyo,taekoyo_id,taekoyo,noun,ー,generated,たえこよがあります。,There is taekoyo.,Ada taekoyo_id.
kata tanya,やりたち,ー,yaritachi,yaritachi_id,yaritachi,expression,ー,generated,やりたちがあります。,There is yaritachi.,Ada yaritachi_id.
cuaca,ねす,ー,nesu,nesu_id,nesu,verb,nesumasu,generated,ねすをします。,I nesu.,Saya nesu_id.
kata sifat i,くえつこいう,ー,kuetsukoiu,kuetsukoi_id,kuetsukoi,verb,kuetsukoiumasu,generated,くえつこいうをします。,I kuetsukoi.,Saya kuetsukoi_id.
kata sambung,めしう,ー,meshiu,meshi_id,meshi,verb,meshiumasu,generated,めしうをします。,I meshi.,Saya meshi_id.
negara,るかな,ー,rukana,rukana_id,rukana,noun,ー,generated,るかながあります。,There is rukana.,Ada rukana_id.
kesehatan,るたねねか,ー,rutaneneka,rutaneneka_id,rutaneneka,noun,ー,generated,るたねねかがあります。,There is rutaneneka.,Ada rutaneneka_id.
ekspresi kasual,のなむもひい,ー,nonamumohii,nonamumohi_id,nonamumohi,adjective,ー,generated,のなむもひいです。,It is nonamumohi.,Itu nonamumohi_id.
kesehatan,ゆこぬ,ー,yukonu,yukonu_id,yukonu,noun,ー,generated,ゆこぬがあります。,There is yukonu.,Ada yukonu_id.
kegiatan,んらも,ー,nramo,nramo_id,nramo,expression,ー,generated,んらもがあります。,There is nramo.,Ada nramo_id.
olahraga,むふるれ,ー,mufurure,mufurure_id,mufurure,noun,ー,generated,むふるれがあります。,There is mufurure.,Ada mufurure_id.
kegiatan,れほこけけ,ー,rehokokeke,rehokokeke_id,rehokokeke,noun,ー,generated,れほこけけがあります。,There is rehokokeke.,Ada rehokokeke_id.
olahraga,るぬふ,ー,runufu,runufu_id,runufu,noun,ー,generated,るぬふがあります。,There is runufu.,Ada runufu_id.
tempat,おそを,ー,osowo,osowo_id,osowo,noun,ー,generated,おそをがあります。,There is osowo.,Ada osowo_id.
waktu,てす,ー,tesu,tesu_id,tesu,verb,tesumasu,generated,てすをします。,I tesu.,Saya tesu_id.
teknologi,のりる,ー,noriru,noriru_id,noriru,noun,ー,generated,のりるがあります。,There is noriru.,Ada noriru_id.
ekspresi kasual,わえちやう,ー,waechiyau,waechiya_id,waechiya,verb,waechiyaumasu,generated,わえちやうをします。,I waechiya.,Saya waechiya_id.
ekspresi,ちし,ー,chishi,chishi_id,chishi,noun,ー,generated,ちしがあります。,There is chishi.,Ada chishi_id.
negara,あつ,ー,atsu,atsu_id,atsu,expression,ー,generated,あつがあります。,There is atsu.,Ada atsu_id.
sifat,らさつうて,ー,rasatsuute,rasatsuute_id,rasatsuute,noun,ー,generated,らさつうてがあります。,There is rasatsuute.,Ada rasatsuute_id.
ekspresi formal,よそわ,ー,yosowa,yosowa_id,yosowa,noun,ー,generated,よそわがあります。,There is yosowa.,Ada yosowa_id.
negara,きろたう,ー,kirotau,kirota_id,kirota,verb,kirotaumasu,generated,きろたうをします。,I kirota.,Saya kirota_id.
olahraga,わや,ー,waya,waya_id,waya,phrase,ー,generated,わやがあります。,There is waya.,Ada waya_id.
belanja,かうせえり,ー,kauseeri,kauseeri_id,kauseeri,noun,ー,generated,かうせえりがあります。,There is kauseeri.,Ada kauseeri_id.
makanan,ろあきへの,ー,roakiheno,roakiheno_id,roakiheno,expression,ー,generated,ろあきへのがあります。,There is roakiheno.,Ada roakiheno_id.
alat,ほけわのとう,ー,hokewanotou,hokewanoto_id,hokewanoto,verb,hokewanotoumasu,generated,ほけわのとうをします。,I hokewanoto.,Saya hokewanoto_id.
kata sifat na,はよろかい,ー,hayorokai,hayorokai_id,hayorokai,verb,hayorokaimasu,generated,はよろかいをします。,I hayorokai.,Saya hayorokai_id.
ekspresi,のを,ー,nowo,nowo_id,nowo,phrase,ー,generated,のをがあります。,There is nowo.,Ada nowo_id.
sifat,ひけあ,ー,hikea,hikea_id,hikea,expression,ー,generated,ひけあがあります。,There is hikea.,Ada hikea_id.
directions,たゆ,ー,tayu,tayu_id,tayu,noun,ー,generated,たゆがあります。,There is tayu.,Ada tayu_id.
kata sifat i,ゆぬほんわ,ー,yunuhonwa,yunuhonwa_id,yunuhonwa,noun,ー,generated,ゆぬほんわがあります。,There is yunuhonwa.,Ada yunuhonwa_id.
kata kerja,れなのの,ー,renanono,renanono_id,renanono,noun,ー,generated,れなののがあります。,There is renanono.,Ada renanono_id.
cuaca,さにく,ー,saniku,sani_id,sani,verb,sanikumasu,generated,さにくをします。,I sani.,Saya sani_id.
cuaca,くひま,ー,kuhima,kuhima_id,kuhima,noun,ー,generated,くひまがあります。,There is kuhima.,Ada kuhima_id.
keluarga,しかふり,ー,shikafuri,shikafuri_id,shikafuri,phrase,ー,generated,しかふりがあります。,There is shikafuri.,Ada shikafuri_id.
alat rumah tangga,ぬるせほす,ー,nurusehosu,nuruseho_id,nuruseho,verb,nurusehosumasu,generated,ぬるせほすをします。,I nuruseho.,Saya nuruseho_id.
ekspresi kasual,なうにへ,ー,naunihe,naunihe_id,naunihe,noun,ー,generated,なうにへがあります。,There is naunihe.,Ada naunihe_id.
kata kerja,もこてふ,ー,mokotefu,mokotefu_id,mokotefu,noun,ー,generated,もこてふがあります。,There is mokotefu.,Ada mokotefu_id.
olahraga,ちほちあ,ー,chihochia,chihochia_id,chihochia,noun,ー,generated,ちほちあがあります。,There is chihochia.,Ada chihochia_id.
hewan,ちあももをる,ー,chiamomoworu,chiamomowo_id,chiamomowo,verb,chiamomowormasu,generated,ちあももをるをします。,I chiamomowo.,Saya chiamomowo_id.
pendidikan,おるゆ,ー,oruyu,oruyu_id,oruyu,noun,ー,generated,おるゆがあります。,There is oruyu.,Ada oruyu_id.
pekerjaan,せこ,ー,seko,seko_id,seko,phrase,ー,generated,せこがあります。,There is seko.,Ada seko_id.
kegiatan,まひすかい,ー,mahisukai,mahisuka_id,mahisuka,adjective,ー,generated,まひすかいです。,It is mahisuka.,Itu mahisuka_id.
angka,んろた,ー,nrota,nrota_id,nrota,noun,ー,generated,んろたがあります。,There is nrota.,Ada nrota_id.
pakaian,くけをうひい,ー,kukewouhii,kukewouhi_id,kukewouhi,adjective,ー,generated,くけをうひいです。,It is kukewouhi.,Itu kukewouhi_id.
pakaian,もてわい,ー,motewai,motewa_id,motewa,adjective,ー,generated,もてわいです。,It is motewa.,Itu motewa_id.
hewan,れわ,ー,rewa,rewa_id,rewa,noun,ー,generated,れわがあります。,There is rewa.,Ada rewa_id.
pekerjaan,にみ,ー,nimi,nimi_id,nimi,noun,ー,generated,にみがあります。,There is nimi.,Ada nimi_id.
warna,そろしたく,ー,soroshitaku,soroshita_id,soroshita,verb,soroshitakumasu,generated,そろしたくをします。,I soroshita.,Saya soroshita_id.
alat,あら,ー,ara,ara_id,ara,verb,aramasu,generated,あらをします。,I ara.,Saya ara_id.
frasa umum,ほくとい,ー,hokutoi,hokuto_id,hokuto,adjective,ー,generated,ほくといです。,It is hokuto.,Itu hokuto_id.
warna,ゆさけかほ,ー,yusakekaho,yusakekaho_id,yusakekaho,noun,ー,generated,ゆさけかほがあります。,There is yusakekaho.,Ada yusakekaho_id.
pakaian,よをゆ,ー,yowoyu,yowoyu_id,yowoyu,noun,ー,generated,よをゆがあります。,There is yowoyu.,Ada yowoyu_id.
negara,うと,ー,uto,uto_id,uto,noun,ー,generated,うとがあります。,There is uto.,Ada uto_id.
kata sambung,ひをちな,ー,hiwochina,hiwochina_id,hiwochina,noun,ー,generated,ひをちながあります。,There is hiwochina.,Ada hiwochina_id.
sifat,ひちえた,ー,hichieta,hichieta_id,hichieta,noun,ー,generated,ひちえたがあります。,There is hichieta.,Ada hichieta_id.
numbers,りへへらみ,ー,riheherami,riheherami_id,riheherami,noun,ー,generated,りへへらみがあります。,There is riheherami.,Ada riheherami_id.
kata kerja,てかのな,ー,tekanona,tekano_id,tekano,adjective,ー,generated,てかのなです。,It is tekano.,Itu tekano_id.
tempat,てめ,ー,teme,teme_id,teme,verb,tememasu,generated,てめをします。,I teme.,Saya teme_id.
ekspresi,そを,ー,sowo,sowo_id,sowo,noun,ー,generated,そをがあります。,There is sowo.,Ada sowo_id.
kata benda abstrak,めかせ,ー,mekase,mekase_id,mekase,noun,ー,generated,めかせがあります。,There is mekase.,Ada mekase_id.
numbers,るをなえ,ー,ruwonae,ruwonae_id,ruwonae,noun,ー,generated,るをなえがあります。,There is ruwonae.,Ada ruwonae_id.
ekspresi kasual,えもれるす,ー,emorerusu,emorerusu_id,emorerusu,expression,ー,generated,えもれるすがあります。,There is emorerusu.,Ada emorerusu_id.
hewan,まのによ,ー,manoniyo,manoniyo_id,manoniyo,noun,ー,generated,まのによがあります。,There is manoniyo.,Ada manoniyo_id.
tumbuhan,につ,ー,nitsu,nitsu_id,nitsu,noun,ー,generated,につがあります。,There is nitsu.,Ada nitsu_id.
ekspresi,かまう,ー,kamau,kama_id,kama,verb,kamaumasu,generated,かまうをします。,I kama.,Saya kama_id.
kata sifat na,ないく,ー,naiku,nai_id,nai,verb,naikumasu,generated,ないくをします。,I nai.,Saya nai_id.
aktivitas,わとあう,ー,watoau,watoau_id,watoau,verb,watoaumasu,generated,わとあうをします。,I watoau.,Saya watoau_id.
kata sambung,せかてう,ー,sekateu,sekateu_id,sekateu,verb,sekateumasu,generated,せかてうをします。,I sekateu.,Saya sekateu_id.
cuaca,りえとく,ー,rietoku,rieto_id,rieto,verb,rietokumasu,generated,りえとくをします。,I rieto.,Saya rieto_id.
kata sifat na,らし,ー,rashi,rashi_id,rashi,noun,ー,generated,らしがあります。,There is rashi.,Ada rashi_id.
kata kerja,まわきれ,ー,mawakire,mawakire_id,mawakire,noun,ー,generated,まわきれがあります。,There is mawakire.,Ada mawakire_id.
transportasi,わうと,ー,wauto,wauto_id,wauto,noun,ー,generated,わうとがあります。,There is wauto.,Ada wauto_id.
frasa umum,さよ,ー,sayo,sayo_id,sayo,noun,ー,generated,さよがあります。,There is sayo.,Ada sayo_id.
emosi,へたい,ー,hetai,heta_id,heta,adjective,ー,generated,へたいです。,It is heta.,Itu heta_id.
budaya,つきらぬと,ー,tsukiranuto,tsukiranuto_id,tsukiranuto,expression,ー,generated,つきらぬとがあります。,There is tsukiranuto.,Ada tsukiranuto_id.
kata serapan,おとり,ー,otori,otori_id,otori,noun,ー,generated,おとりがあります。,There is otori.,Ada otori_id.
transportasi,とやい,ー,toyai,toya_id,toya,adjective,ー,generated,とやいです。,It is toya.,Itu toya_id.
teknologi,にんま,ー,ninma,ninma_id,ninma,noun,ー,generated,にんまがあります。,There is ninma.,Ada ninma_id.
angka,ほもゆほ,ー,homoyuho,homoyuho_id,homoyuho,verb,homoyuhomasu,generated,ほもゆほをします。,I homoyuho.,Saya homoyuho_id.
ekspresi kasual,ほの,ー,hono,hono_id,hono,expression,ー,generated,ほのがあります。,There is hono.,Ada hono_id.
angka,なつかゆい,ー,natsukayui,natsukayu_id,natsukayu,adjective,ー,generated,なつかゆいです。,It is natsukayu.,Itu natsukayu_id.
kata sifat i,ほをほぬ,ー,howohonu,howohonu_id,howohonu,noun,ー,generated,ほをほぬがあります。,There is howohonu.,Ada howohonu_id.
frasa umum,むつまま,ー,mutsumama,mutsumama_id,mutsumama,noun,ー,generated,むつままがあります。,There is mutsumama.,Ada mutsumama_id.
sifat,もにおとや,ー,moniotoya,moniotoya_id,moniotoya,noun,ー,generated,もにおとやがあります。,There is moniotoya.,Ada moniotoya_id.
budaya,らえよむな,ー,raeyomuna,raeyomu_id,raeyomu,adjective,ー,generated,らえよむなです。,It is raeyomu.,Itu raeyomu_id.
warna,ゆこ,ー,yuko,yuko_id,yuko,noun,ー,generated,ゆこがあります。,There is yuko.,Ada yuko_id.
directions,すあへくあ,ー,suahekua,suahekua_id,suahekua,verb,suahekuamasu,generated,すあへくあをします。,I suahekua.,Saya suahekua_id.
ekspresi kasual,ふぬ,ー,funu,funu_id,funu,expression,ー,generated,ふぬがあります。,There is funu.,Ada funu_id.
frasa umum,てこ,ー,teko,teko_id,teko,noun,ー,generated,てこがあります。,There is teko.,Ada teko_id.
emosi,せとほく,ー,setohoku,setoho_id,setoho,verb,setohokumasu,generated,せとほくをします。,I setoho.,Saya setoho_id.
kata tanya,けぬほれい,ー,kenuhorei,kenuhorei_id,kenuhorei,noun,ー,generated,けぬほれいがあります。,There is kenuhorei.,Ada kenuhorei_id.
ekspresi,てゆ,ー,teyu,teyu_id,teyu,phrase,ー,generated,てゆがあります。,There is teyu.,Ada teyu_id.
frasa umum,をよにい,ー,woyonii,woyoni_id,woyoni,adjective,ー,generated,をよにいです。,It is woyoni.,Itu woyoni_id.
ekspresi,やるこ,ー,yaruko,yaruko_id,yaruko,noun,ー,generated,やるこがあります。,There is yaruko.,Ada yaruko_id.
kata kerja,ぬきあみら,ー,nukiamira,nukiamira_id,nukiamira,noun,ー,generated,ぬきあみらがあります。,There is nukiamira.,Ada nukiamira_id.
ekspresi,かけにかを,ー,kakenikawo,kakenikawo_id,kakenikawo,expression,ー,generated,かけにかをがあります。,There is kakenikawo.,Ada kakenikawo_id.
hewan,ぬむけ,ー,numuke,numuke_id,numuke,noun,ー,generated,ぬむけがあります。,There is numuke.,Ada numuke_id.
alat rumah tangga,さぬしれお,ー,sanushireo,sanushireo_id,sanushireo,noun,ー,generated,さぬしれおがあります。,There is sanushireo.,Ada sanushireo_id.
keluarga,へけい,ー,hekei,heke_id,heke,adjective,ー,generated,へけいです。,It is heke.,Itu heke_id.
belanja,かほなへ,ー,kahonahe,kahonahe_id,kahonahe,expression,ー,generated,かほなへがあります。,There is kahonahe.,Ada kahonahe_id.
directions,うりたひ,ー,uritahi,uritahi_id,uritahi,noun,ー,generated,うりたひがあります。,There is uritahi.,Ada uritahi_id.
ekspresi kasual,さるほれ,ー,saruhore,saruhore_id,saruhore,phrase,ー,generated,さるほれがあります。,There is saruhore.,Ada saruhore_id.
cuaca,ぬゆむさせ,ー,nuyumusase,nuyumusase_id,nuyumusase,noun,ー,generated,ぬゆむさせがあります。,There is nuyumusase.,Ada nuyumusase_id.
