Uchi,ベッド,べっど,ベッド,beddo,tempat tidur,bed,noun
Uchi,冷蔵庫,れいぞうこ,レイゾウコ,reizouko,kulkas,refrigerator,noun
Uchi,洗濯機,せんたくき,センタクキ,sentakuki,mesin cuci,washing machine,noun
Uchi,テレビ,てれび,テレビ,terebi,televisi,television,noun
Uchi,ソファー,そふぁー,ソファー,sofaa,sofa,sofa,noun
Uchi,時計,とけい,トケイ,tokei,jam,clock,noun
Uchi,家族,かぞく,カゾク,kazoku,keluarga,family,noun
Uchi,父,ちち,チチ,chichi,ayah,father,noun
Uchi,母,はは,ハハ,haha,ibu,mother,noun
Uchi,兄,あに,アニ,ani,kakak laki-laki,older brother,noun
Uchi,姉,あね,アネ,ane,kakak perempuan,older sister,noun
Uchi,弟,おとうと,オトウト,otouto,adik laki-laki,younger brother,noun
Uchi,妹,いもうと,イモウト,imouto,adik perempuan,younger sister,noun
Uchi,ペット,ぺっと,ペット,pett,hewan peliharaan,pet,noun
Uchi,猫,ねこ,ネコ,neko,kucing,cat,noun
Uchi,犬,いぬ,イヌ,inu,anjing,dog,noun
Uchi,掃除する,そうじする,ソウジスル,souji suru,bersih-bersih,to clean,verb
Uchi,料理する,りょうりする,リョウリスル,ryouri suru,memasak,to cook,verb
Uchi,寝る,ねる,ネル,neru,tidur,to sleep,verb
Uchi,起きる,おきる,オキル,okiru,bangun,to wake up,verb
Uchi,座る,すわる,スワル,suwaru,duduk,to sit,verb
Uchi,立つ,たつ,タツ,tatsu,berdiri,to stand,verb
Uchi,開ける,あける,アケル,akeru,membuka,to open,verb
Uchi,閉める,しめる,シメル,shimeru,menutup,to close,verb
Mainichi no Seikatsu,朝,あさ,アサ,asa,pagi,morning,noun
Mainichi no Seikatsu,昼,ひる,ヒル,hiru,siang,noon,noun
Mainichi no Seikatsu,夜,よる,ヨル,yoru,malam,night,noun
Mainichi no Seikatsu,起きる,おきる,オキル,okiru,bangun tidur,to wake up,verb
Mainichi no Seikatsu,食べる,たべる,タベル,taberu,makan,to eat,verb
Mainichi no Seikatsu,飲む,のむ,ノム,nomu,minum,to drink,verb
Mainichi no Seikatsu,行く,いく,イク,iku,pergi,to go,verb
Mainichi no Seikatsu,来る,くる,クル,kuru,datang,to come,verb
Mainichi no Seikatsu,働く,はたらく,ハタラク,hataraku,bekerja,to work,verb
Mainichi no Seikatsu,勉強する,べんきょうする,ベンキョウスル,benkyou suru,belajar,to study,verb
Mainichi no Seikatsu,洗う,あらう,アラウ,arau,mencuci,to wash,verb
Mainichi no Seikatsu,着る,きる,キル,kiru,memakai pakaian,to wear,verb
Mainichi no Seikatsu,歯を磨く,はをみがく,ハヲミガク,ha wo migaku,menyikat gigi,to brush teeth,verb
Mainichi no Seikatsu,寝る,ねる,ネル,neru,tidur,to sleep,verb
Mainichi no Seikatsu,休む,やすむ,ヤスム,yasumu,istirahat,to rest,verb
Mainichi no Seikatsu,買い物する,かいものする,カイモノスル,kaimono suru,berbelanja,to shop,verb
Mainichi no Seikatsu,仕事,しごと,シゴト,shigoto,pekerjaan,work,noun
Mainichi no Seikatsu,学校,がっこう,ガッコウ,gakkou,sekolah,school,noun
Mainichi no Seikatsu,授業,じゅぎょう,ジュギョウ,jugyou,pelajaran,lesson,noun
Mainichi no Seikatsu,友達,ともだち,トモダチ,tomodachi,teman,friend,noun
Mainichi no Seikatsu,メール,めーる,メール,meeru,email,email,noun
Mainichi no Seikatsu,電話,でんわ,デンワ,denwa,telepon,telephone,noun
Mainichi no Seikatsu,朝ご飯,あさごはん,アサゴハン,asagohan,sarapan,breakfast,noun
Mainichi no Seikatsu,昼ご飯,ひるごはん,ヒルゴハン,hirugohan,makan siang,lunch,noun
Mainichi no Seikatsu,晩ご飯,ばんごはん,バンゴハン,bangohan,makan malam,dinner,noun
Mainichi no Seikatsu,運動する,うんどうする,ウンドウスル,undou suru,berolahraga,to exercise,verb
Mainichi no Seikatsu,散歩する,さんぽする,サンポスル,sanpo suru,jalan-jalan,to take a walk,verb
Mainichi no Seikatsu,寝坊する,ねぼうする,ネボウスル,nebou suru,telat bangun,to oversleep,verb
Mainichi no Seikatsu,働きます,はたらきます,ハタラキマス,hatarakimasu,bekerja,to work (polite),verb
TKA Nihongo A1,こんにちは,こんにちは,コンニチハ,konnichiwa,selamat siang,hello,aisatsu
TKA Nihongo A1,おはようございます,おはようございます,オハヨウゴザイマス,ohayou gozaimasu,selamat pagi,good morning,aisatsu
TKA Nihongo A1,こんばんは,こんばんは,コンバンハ,konbanwa,selamat malam,good evening,aisatsu
TKA Nihongo A1,さようなら,さようなら,サヨウナラ,sayounara,selamat tinggal,goodbye,aisatsu
TKA Nihongo A1,ありがとう,ありがとう,アリガトウ,arigatou,terima kasih,thank you,aisatsu
TKA Nihongo A1,すみません,すみません,スミマセン,sumimasen,permisi/maaf,excuse me,aisatsu
TKA Nihongo A1,はい,はい,ハイ,hai,ya,yes,partikel
TKA Nihongo A1,いいえ,いいえ,イイエ,iie,tidak,no,partikel
TKA Nihongo A1,わたし,わたし,ワタシ,watashi,saya,I,pronomina
TKA Nihongo A1,あなた,あなた,アナタ,anata,kamu,you,pronomina
TKA Nihongo A1,ともだち,ともだち,トモダチ,tomodachi,teman,friend,noun
TKA Nihongo A1,せんせい,せんせい,センセイ,sensei,guru,teacher,noun
TKA Nihongo A1,がくせい,がくせい,ガクセイ,gakusei,siswa,student,noun
TKA Nihongo A1,がっこう,がっこう,ガッコウ,gakkou,sekolah,school,noun
TKA Nihongo A1,きょうしつ,きょうしつ,キョウシツ,kyoushitsu,kelas,classroom,noun
TKA Nihongo A1,つくえ,つくえ,ツクエ,tsukue,meja,desk,noun
TKA Nihongo A1,いす,いす,イス,isu,kursi,chair,noun
TKA Nihongo A1,ほん,ほん,ホン,hon,buku,book,noun
TKA Nihongo A1,えんぴつ,えんぴつ,エンピツ,enpitsu,pensil,pencil,noun
TKA Nihongo A1,けしごむ,けしごむ,ケシゴム,keshigomu,penghapus,eraser,noun
TKA Nihongo A1,ノート,のーと,ノート,nooto,buku catatan,notebook,noun
TKA Nihongo A1,こうこう,こうこう,コウコウ,koukou,sekolah menengah atas,high school,noun
TKA Nihongo A1,じかん,じかん,ジカン,jikan,waktu,time,noun
TKA Nihongo A1,いま,いま,イマ,ima,sekarang,now,adverb
TKA Nihongo A1,なんじ,なんじ,ナンジ,nanji,pukul berapa,what time,question
TKA Nihongo A1,ごぜん,ごぜん,ゴゼン,gozen,pagi (AM),a.m.,noun
TKA Nihongo A1,ごご,ごご,ゴゴ,gogo,siang (PM),p.m.,noun
TKA Nihongo A1,あさ,あさ,アサ,asa,pagi,morning,noun
TKA Nihongo A1,ひる,ひる,ヒル,hiru,siang,afternoon,noun
TKA Nihongo A1,よる,よる,ヨル,yoru,malam,night,noun
TKA Nihongo A1,うち,うち,ウチ,uchi,rumah,home,noun
TKA Nihongo A1,へや,へや,ヘヤ,heya,kamar,room,noun
TKA Nihongo A1,かぞく,かぞく,カゾク,kazoku,keluarga,family,noun
TKA Nihongo A1,ちち,ちち,チチ,chichi,ayah,father,noun
TKA Nihongo A1,はは,はは,ハハ,haha,ibu,mother,noun
TKA Nihongo A1,おとうと,おとうと,オトウト,otouto,adik laki-laki,younger brother,noun
TKA Nihongo A1,いもうと,いもうと,イモウト,imouto,adik perempuan,younger sister,noun
TKA Nihongo A1,にほん,にほん,ニホン,nihon,jepang,japan,noun
TKA Nihongo A1,インドネシア,いんどねしあ,インドネシア,indoneshia,indonesia,indonesia,noun
TKA Nihongo A1,アメリカ,あめりか,アメリカ,amerika,amerika,america,noun
TKA Nihongo A1,せかい,せかい,セカイ,sekai,dunia,world,noun
TKA Nihongo A1,できる,できる,デキル,dekiru,bisa/cakap,can/able,verb
TKA Nihongo A1,はなす,はなす,ハナス,hanasu,berbicara,to speak,verb
TKA Nihongo A1,きく,きく,キク,kiku,mendengar,to listen,verb
TKA Nihongo A1,よむ,よむ,ヨム,yomu,membaca,to read,verb
TKA Nihongo A1,かく,かく,カク,kaku,menulis,to write,verb
TKA Nihongo A1,たべる,たべる,タベル,taberu,makan,to eat,verb
TKA Nihongo A1,のむ,のむ,ノム,nomu,minum,to drink,verb
TKA Nihongo A1,みる,みる,ミル,miru,melihat,to see,verb
TKA Nihongo A1,いく,いく,イク,iku,pergi,to go,verb
TKA Nihongo A1,くる,くる,クル,kuru,datang,to come,verb
TKA Nihongo A1,する,する,スル,suru,melakukan,to do,verb
TKA Nihongo A1,べんきょうする,べんきょうする,ベンキョウスル,benkyou suru,belajar,to study,verb
TKA Nihongo A1,ねる,ねる,ネル,neru,tidur,to sleep,verb
TKA Nihongo A1,おきる,おきる,オキル,okiru,bangun,to wake up,verb
TKA Nihongo A1,あるく,あるく,アルク,aruku,berjalan,to walk,verb
TKA Nihongo A1,はしる,はしる,ハシル,hashiru,berlari,to run,verb
TKA Nihongo A1,たのしい,たのしい,タノシイ,tanoshii,menyenangkan,fun,adjective
TKA Nihongo A1,おいしい,おいしい,オイシイ,oishii,lezat,delicious,adjective
TKA Nihongo A1,きれい,きれい,キレイ,kirei,bersih/indah,clean/beautiful,adjective
TKA Nihongo A1,きたない,きたない,キタナイ,kitanai,kotor,dirty,adjective
TKA Nihongo A1,やすい,やすい,ヤスイ,yasui,murah,cheap,adjective
TKA Nihongo A1,たかい,たかい,タカイ,takai,mahal/tinggi,expensive/high,adjective
TKA Nihongo A1,しずか,しずか,シズカ,shizuka,tenang,quiet,adjective
TKA Nihongo A1,うるさい,うるさい,ウルサイ,urusai,berisik,noisy,adjective
TKA Nihongo A1,かわいい,かわいい,カワイイ,kawaii,lucu,cute,adjective
TKA Nihongo A1,おもしろい,おもしろい,オモシロイ,omoshiroi,menarik,interesting,adjective
TKA Nihongo A1,たいへん,たいへん,タイヘン,taihen,sulit/berat,difficult,adjective
TKA Nihongo A1,ひま,ひま,ヒマ,hima,luang,free time,adjective
TKA Nihongo A1,あたらしい,あたらしい,アタラシイ,atarashii,baru,new,adjective
TKA Nihongo A1,ふるい,ふるい,フルイ,furui,lama,old,adjective
TKA Nihongo A1,あつい,あつい,アツイ,atsui,panas,hot,adjective
TKA Nihongo A1,さむい,さむい,サムイ,samui,dingin,cold,adjective
TKA Nihongo A1,げんき,げんき,ゲンキ,genki,sehat/bersemangat,healthy,adjective
TKA Nihongo A1,すき,すき,スキ,suki,suka,like,adjective
TKA Nihongo A1,きらい,きらい,キライ,kirai,tidak suka,dislike,adjective
TKA Nihongo A1,しゅみ,しゅみ,シュミ,shumi,hobi,hobby,noun
TKA Nihongo A1,えいが,えいが,エイガ,eiga,film,movie,noun
TKA Nihongo A1,おんがく,おんがく,オンガク,ongaku,musik,music,noun
TKA Nihongo A1,りょこう,りょこう,リョコウ,ryokou,perjalanan,travel,noun
TKA Nihongo A1,スポーツ,すぽーつ,スポーツ,supo-tsu,olahraga,sport,noun
TKA Nihongo A1,どようび,どようび,ドヨウビ,doyoubi,sabtu,saturday,noun
TKA Nihongo A1,にちようび,にちようび,ニチヨウビ,nichiyoubi,minggu,sunday,noun
TKA Nihongo A1,まいにち,まいにち,マイニチ,mainichi,setiap hari,every day,adverb
TKA Nihongo A1,ときどき,ときどき,トキドキ,tokidoki,kadang-kadang,sometimes,adverb
TKA Nihongo A1,いつも,いつも,イツモ,itsumo,selalu,always,adverb
TKA Nihongo A1,いま,いま,イマ,ima,sekarang,now,adverb
TKA Nihongo A1,あとで,あとで,アトデ,atode,nanti,afterwards,adverb
